Product name,Brand,GTIN,Ordinary Price,Active Promotion Price,Min Quantity,Total for x items
"Kvarg Yoghurt Vanilj 0,2%",LINDAHLS,"=""7392672001472""",22.95,17.95,1,17.95
"Standardmjölk Färsk 3,0%",ARLA KO,"=""7310865000361""",18.5,N/A,N/A,N/A
Ägg M 15-Pack KRAV,STJÄRNÄGG,"=""7332489005317""",68.95,N/A,N/A,N/A
Barista Havredryck Glutenfri,VALIO,"=""6408430102068""",19.5,17,2,34.0
Herrgårdsost Mild 28%,SKÅNEMEJERIER,"=""7393720092770""",74.95,N/A,N/A,N/A
Mellan Smör & Raps,BREGOTT,"=""7311870011083""",69.95,N/A,N/A,N/A
"Lättmjölk 0,5% Laktosfri",ARLA KO,"=""7310865093523""",25.5,N/A,N/A,N/A
iMat,OATLY,"=""7394376615771""",29.95,N/A,N/A,N/A
Standardmjölk 3% Laktosfri,ARLA KO,"=""7310865093530""",26.5,N/A,N/A,N/A
Riven Ost Texmex 29%,ARLA KÖKET,"=""7311877015121""",25.95,21.95,1,21.95
Västerbottensost Original,VÄSTERBOTTENSOST,"=""7310861081005""",94.95,79.95,1,79.95
"Mellanmjölk 1,5%",SKÅNEMEJERIER,"=""7310867001816""",19.95,N/A,N/A,N/A
Lätt & Lagom Matfettsblandning 40%,LÄTT & LAGOM,"=""7310860005941""",25.95,N/A,N/A,N/A
"Lättmjölk Färsk 0,5%",ARLA KO,"=""7310865001115""",16.95,N/A,N/A,N/A
Mild Yoghurt Naturell 3%,ARLA KO,"=""7310865088505""",23.95,N/A,N/A,N/A
Grevé 28% 12 mån,ALLERUM,"=""7393720092442""",109,89.95,1,89.95
"Grekisk Yoghurt Naturell 0,2%",ARLA,"=""4016241050304""",35.95,N/A,N/A,N/A
Mozzarella Riven,GARANT,"=""7311043005819""",22.95,N/A,N/A,N/A
Smoothie Banan/Mango/Passion,GARANT,"=""7340083489907""",14.95,N/A,N/A,N/A
St. Agur,MANUELL DELIKATESS,"=""2091227400009""",299,N/A,N/A,N/A
Pizzaost Riven,GARANT,"=""7311043005796""",22.95,N/A,N/A,N/A
Gårdsgoda Normalsaltat,VALIO,"=""6408432061462""",49.95,N/A,N/A,N/A
"Mellanmjölk 1,5% EKO KRAV",ARLA KO,"=""7310865062024""",18.95,N/A,N/A,N/A
Vispgrädde 27%,NO NAME,"=""7340083490439""",24.95,N/A,N/A,N/A
Vispgrädde 35% Laktosfri,VALIO,"=""6408432095733""",30.95,N/A,N/A,N/A
Lätt Crème Fraiche Paprika/Chili 11%,ARLA,"=""7310865003607""",18.95,N/A,N/A,N/A
Matlagningsgrädde Laktosfri,VALIO,"=""6408432095740""",27.95,N/A,N/A,N/A
Mat 4% Låglaktos,FLORA,"=""8719200248144""",19.95,N/A,N/A,N/A
Halloumi,ZETA,"=""7350002403846""",34.95,N/A,N/A,N/A
"Mild Kvarg Persika/Passion 0,2% Laktosfri",ARLA,"=""4016241050557""",37.5,N/A,N/A,N/A
Riven Ost Pizza 32%,ARLA KÖKET,"=""7311877015091""",25.95,21.95,1,21.95
Matlagningsgrädde 15%,KELDA,"=""7310865066732""",14.95,N/A,N/A,N/A
Margarin Original Växtbaserat,FLORA,"=""8719200258792""",37.95,N/A,N/A,N/A
"Kvarg Vanilj 0,2%",LINDAHLS,"=""7392672003940""",35.95,N/A,N/A,N/A
ProPud Choklad Laktosfri,PROPUD,"=""7350068291159""",36.5,23.95,1,23.95
Normalsaltat Smör & Raps EKO KRAV,BREGOTT,"=""7311870010963""",54.95,N/A,N/A,N/A
Riven Ost Mager 12%,ARLA,"=""7311877015107""",25.95,21.95,1,21.95
Hamburgerost Cheddar,PRÉSIDENT,"=""3228024210138""",31.5,N/A,N/A,N/A
"Mellanmjölk 1,5% Längre Hållbarhet EKO",GARANT EKO,"=""7340083457593""",18.5,N/A,N/A,N/A
Ägg Utehöns M/L 10-Pack,STJÄRNÄGG,"=""7332489049014""",40.95,N/A,N/A,N/A
"Mild Kvarg Naturell 0,2% Laktosfri",ARLA,"=""5711953153846""",34.95,N/A,N/A,N/A
Grekisk Yoghurt Naturell 10%,ARLA,"=""4016241031150""",35.95,N/A,N/A,N/A
Mästarost 35%,GLADA BONDEN,"=""2328942000000""",169,N/A,N/A,N/A
Familjefavoriter Yoghurt Jordgubb,ARLA,"=""7310865891297""",27.95,N/A,N/A,N/A
Drickyoghurt Jordgubb,ACTIMEL,"=""5410146963964""",55.95,N/A,N/A,N/A
Tranbärsdryck,KIVIKS MUSTERI,"=""7314720736655""",34.95,N/A,N/A,N/A
"Mellanmjölk 1,5% Laktosfri",VALIO,"=""6408432087851""",23.95,N/A,N/A,N/A
Drickyoghurt Dino Jordgubb,DANONINO,"=""5410146413643""",35.95,N/A,N/A,N/A
Gräddost 38%,GLADA BONDEN,"=""7350132796016""",84.95,69.95,1,69.95
Billinge Ost 26%,ARLA,"=""2340413100002""",135,N/A,N/A,N/A
Ägg L Frigående Inomhus 12-Pack,STJÄRNÄGG,"=""7332489027982""",39.95,N/A,N/A,N/A
"Mjölk 3,0% Laktosfri",VALIO,"=""6408432087868""",23.95,N/A,N/A,N/A
Normalsaltat Smör & Raps Laktosfri,BREGOTT,"=""7311870010956""",51.95,N/A,N/A,N/A
Matfett 75% Från Växtriket,BREGOTT,"=""7311870593800""",32.95,N/A,N/A,N/A
Gouda Familjefavoriter 28% Skivad Ost,ARLA,"=""7311877014100""",86.95,N/A,N/A,N/A
Turkisk Yoghurt 10%,ARLA,"=""7310865078353""",32.95,N/A,N/A,N/A
Pannoumi,SKÅNEMEJERIER,"=""7393720092589""",31.95,N/A,N/A,N/A
Humlan Familjefavoriter EKO KRAV,ARLA,"=""2340397400006""",99.95,N/A,N/A,N/A
"Lättyoghurt Naturell 0,4% Laktosfri",VALIO,"=""6408432102462""",21.95,N/A,N/A,N/A
Vispgrädde 36% Laktosfri,ARLA,"=""7310865890740""",33.95,N/A,N/A,N/A
"Filmjölk Jordgubb 2,7%",ARLA KO,"=""7310865889096""",28.95,N/A,N/A,N/A
"Yoghurt Mild Jordgubb Lättsockrad 1,5%",ARLA,"=""7310865889973""",31.95,N/A,N/A,N/A
"Bollnäsfil 3,0%",BOLLNÄSFIL,"=""7311443280052""",25.95,N/A,N/A,N/A
Äkta Grekisk Yoghurt 0%,LARSA FOODS,"=""7350056793016""",25.95,N/A,N/A,N/A
Gratängost Riven,GARANT,"=""7311043005789""",22.95,N/A,N/A,N/A
Rotterdam 33%,MANUELL DELIKATESS,"=""2000328800007""",329,N/A,N/A,N/A
Kokosdryck,GARANT,"=""7340083453113""",21.95,N/A,N/A,N/A
Äpplejuice,GARANT,"=""7311043007219""",19.95,N/A,N/A,N/A
Smoothie Jordgubb/Banan,GARANT,"=""7340083489891""",14.95,N/A,N/A,N/A
Cheddarost Lagrad 32%,MANUELL DELIKATESS,"=""2000326500008""",299,N/A,N/A,N/A
Roquefort 30%,MANUELL DELIKATESS,"=""2000332100001""",429,N/A,N/A,N/A
Maasdamerost Lagrad,MANUELL DELIKATESS,"=""2000025700006""",219,N/A,N/A,N/A
Ost Primeo,MANUELL DELIKATESS,"=""2000323800002""",269,N/A,N/A,N/A
Ost Comte 34%,MANUELL DELIKATESS,"=""2000327800008""",389,N/A,N/A,N/A
"Oat Drink 1,5%",OATLY,"=""7394376620690""",19.95,N/A,N/A,N/A
Riven Ost Präst Lagrad 35%,ALLERUM,"=""7393720001178""",31.95,N/A,N/A,N/A
iMat Fraiche,OATLY,"=""7394376615290""",18.95,N/A,N/A,N/A
Lätt Crème Fraiche Parmesan/Vitlök 11%,ARLA,"=""7310865072771""",17.95,N/A,N/A,N/A
Smör Normalsaltat 82% Laktosfri,SVENSKT SMÖR,"=""7310860561102""",65.95,N/A,N/A,N/A
"Mellanmjölk Färsk 1,5% EKO KRAV",ARLA KO,"=""7310865071804""",13.95,N/A,N/A,N/A
"Naturell Yoghurt 2,5% Laktosfri",VALIO,"=""6408432102516""",22.95,N/A,N/A,N/A
Gräddfil 10% Laktosfri,ARLA,"=""7310865889805""",14.5,N/A,N/A,N/A
Havregurt Naturell,OATLY,"=""7394376615740""",31.95,N/A,N/A,N/A
"Keso Cottage Cheese Vanilj 2,9%",KESO,"=""7310865889157""",34.5,N/A,N/A,N/A
Skinkost,FJÄLLBRYNT,"=""7313160000197""",38.95,N/A,N/A,N/A
"Yoghurtkvarg Vanilj 2,0%",ARLA,"=""5711953024061""",31.95,N/A,N/A,N/A
Vitost Hel Bit 20%,APETINA,"=""5760466642019""",24.95,N/A,N/A,N/A
Riven Ost Gratäng 24%,ARLA KÖKET,"=""7311877015114""",25.95,21.95,1,21.95
Grekisk Yoghurt 10%,ARLA,"=""7310865095466""",36.95,N/A,N/A,N/A
Gårdsgoda Mellan 57%,VALIO,"=""6408432202346""",45.95,N/A,N/A,N/A
Gorgonzola,FRESCA D'ORO,"=""7611612160872""",29.95,N/A,N/A,N/A
Lemonad Päron,BRÄMHULTS,"=""7313619001652""",39.95,N/A,N/A,N/A
iMat 13%,OATLY,"=""7394376044335""",11.95,N/A,N/A,N/A
"Mild Lättyoghurt Naturell 0,5%",ARLA KO,"=""7310865866394""",17.95,N/A,N/A,N/A
Port Salut 31% 2 Mån,GÄSENE MEJERI,"=""2384791300005""",129,N/A,N/A,N/A
Hot Jalapeño,KAVLI,"=""7311441165214""",44.95,36.95,1,36.95
Mjölk 3%,SKÅNEMEJERIER,"=""7310867000352""",20.95,N/A,N/A,N/A
Lätt Crème Fraiche Tomat/Basilika 11%,ARLA,"=""7310865003812""",18.95,N/A,N/A,N/A
Pärondryck,KIVIKS MUSTERI,"=""7314720738338""",19.95,N/A,N/A,N/A
Riven Ost Gratäng 25%,WERNERSSONS,"=""7331494123979""",21.95,N/A,N/A,N/A
Havredryck DeLuxe 3%,OATLY,"=""7394376665066""",20.95,N/A,N/A,N/A
Yalla Drickyoghurt Jordgubb,YALLA,"=""5711953041976""",15.95,N/A,N/A,N/A
"A-Fil Dofilus 3,0% EKO KRAV",ARLA,"=""7310865691804""",17.95,N/A,N/A,N/A
Mellangrädde 27%,KELDA,"=""5760466878470""",14.95,N/A,N/A,N/A
"Standardmjölk Färsk 3,0% EKO KRAV",ARLA KO,"=""7310865071705""",14.5,N/A,N/A,N/A
"Yoghurtkvarg Hallon 1,9%",ARLA,"=""5711953024030""",31.95,N/A,N/A,N/A
"Yoghurt Mini Jordgubb 0,1%",YOGGI,"=""7310865877475""",25.95,N/A,N/A,N/A
Matlagningsgrädde 13% Laktosfri,ARLA,"=""7310865890726""",28.95,N/A,N/A,N/A
Turkisk Yoghurt 10% Laktosfri,ARLA KO,"=""7310865890757""",33.95,N/A,N/A,N/A
Grevé Mild 28%,SKÅNEMEJERIER,"=""7393720092749""",74.95,N/A,N/A,N/A
Havredryck Choklad,OATLY,"=""7394376615719""",17.95,N/A,N/A,N/A
Gräddis Familjefavoriter 30% Skivad Ost,ARLA,"=""5711953129193""",86.95,N/A,N/A,N/A
Le Gruyère Réserve Hårdost,FALBYGDENS,"=""2340395700009""",489,N/A,N/A,N/A
Kräftost,KAVLI,"=""7311441344008""",46.95,N/A,N/A,N/A
"Yoghurt Jordgubb/Smultron 2,0% Laktosfri",YOGGI,"=""7310865099839""",28.95,N/A,N/A,N/A
Grillost,MINELLA,"=""7340062811859""",27.95,N/A,N/A,N/A
Jäst För Matbröd,KRONJÄST,"=""73500308""",3.7,N/A,N/A,N/A
"Mellanmjölk 1,5% Laktosfri",SKÅNEMEJERIER,"=""7310867501705""",25.95,N/A,N/A,N/A
"Mjölkdryck 1,3%",KLÖVER,"=""7310865889409""",19.95,N/A,N/A,N/A
Mandeldryck Osötad,ALPRO,"=""5411188112709""",25.95,N/A,N/A,N/A
Färskost Vitlök/Örter,CANTADOU,"=""3073781124644""",30.95,N/A,N/A,N/A
Mat 4% Laktosfri,FLORA,"=""8719200246942""",11.95,N/A,N/A,N/A
Kvarg Citron 7% Laktosfri,VALIO,"=""6408432095863""",16.95,N/A,N/A,N/A
"YO-ghurt Banan/Vanilj 0,1%",VALIO,"=""6408432106194""",20.95,N/A,N/A,N/A
Margarin Extrasaltat Växtbaserat,FLORA,"=""8719200258853""",37.95,N/A,N/A,N/A
Matyoghurt 10%,SALAKIS,"=""7392672004275""",12.95,N/A,N/A,N/A
"Kvarg Vit Chokladsmak 0,2% Utan Tillsatt Socker",LINDAHLS,"=""7392672003193""",9.95,8.33,3,24.99
Ägg M/L 12-Pack KRAV,TORGGUMMANS ÄGG,"=""7330998123003""",51.95,N/A,N/A,N/A
"Havredryck Mellan 1,5%",OATLY,"=""7394376665059""",20.95,N/A,N/A,N/A
"Kvarg Vaniljsmak Utan Tillsatt Socker 0,2%",LINDAHLS,"=""7392672002448""",22.95,17.95,1,17.95
Vitost Tärnad I Lake Vitlök/Persilja,APETINA,"=""5760466754644""",34.95,N/A,N/A,N/A
Proteinmousse Choklad Laktosfri,VALIO,"=""6408430408917""",17.95,16,2,32.0
"Kvarg Naturell 0,2% Laktosfri",LINDAHLS,"=""7392672001854""",20.95,17.95,1,17.95
Herrgård Mellan 28% 6 Mån,SKÅNEMEJERIER,"=""7393720092763""",79.95,N/A,N/A,N/A
ProPud Proteinmilkshake Cookies & Cream Laktosfri,PROPUD,"=""7350068295249""",20.95,18.95,1,18.95
"Vaniljyoghurt Original 2,1% Laktosfri",VALIO,"=""6408432102523""",29.95,N/A,N/A,N/A
Ost Blå Gourmet 28%,WERNERSSONS,"=""2351219800003""",165,N/A,N/A,N/A
"Lättmjölk 0,5%",SKÅNEMEJERIER,"=""7310867501187""",18.95,N/A,N/A,N/A
Kvarg Frukt,ROBBY,"=""4002971186208""",25.95,N/A,N/A,N/A
"Mellanmjölk 1,5% EKO KRAV",SKÅNEMEJERIER,"=""7310867501583""",22.95,N/A,N/A,N/A
Apelsinjuice Koncentrat EKO,GARANT EKO,"=""7340083411199""",25.95,N/A,N/A,N/A
Riven Ost Taco 30%,SKÅNEMEJERIER,"=""7393720092244""",49.95,N/A,N/A,N/A
ProPud Proteinmilkshake Chocolate,NJIE,"=""7350068290145""",44.95,39.95,1,39.95
"Mild Yoghurt Lätt Naturell 0,5%",ARLA KO,"=""7310865888846""",23.95,N/A,N/A,N/A
Smoothie Vitamin,BRÄMHULTS,"=""7313619001454""",45.95,N/A,N/A,N/A
Fruktdryck Mango,PROVIVA,"=""7340073300175""",45.95,N/A,N/A,N/A
Familjefavoriter Yoghurt Exotisk,ARLA,"=""7310865891303""",27.95,N/A,N/A,N/A
Ägg M/L Frigående Höns 30-Pack,SJÖMARKENS,"=""7331469053034""",86.95,N/A,N/A,N/A
"Havredryck Mellan 1,5% EKO KRAV",OATLY,"=""7394376665073""",20.95,N/A,N/A,N/A
Mozzarella Mini,GRANAROLO,"=""8002670004342""",25.95,N/A,N/A,N/A
Soygurt Naturell,PLANTI,"=""7311440621018""",35.95,N/A,N/A,N/A
"Mild Yoghurt Naturell 3,8-4,5% EKO",ARLA KO EKO,"=""7310865866608""",18.95,N/A,N/A,N/A
Kefir Naturell Laktosfri,ARLA,"=""7310865890078""",19.95,N/A,N/A,N/A
"A-Fil 3,0%",SKÅNEMEJERIER,"=""7310867002394""",19.95,N/A,N/A,N/A
Mjölk 3%,SKÅNEMEJERIER,"=""7310867000178""",14.95,N/A,N/A,N/A
"Fjällfil 4,2% Naturell",FJÄLLFIL,"=""7310861011514""",22.5,N/A,N/A,N/A
"Lättmjölk Färsk 0,5%",ARLA KO,"=""7310865001191""",15.6,N/A,N/A,N/A
Kvarg Hallon/Blåbär 7% Laktosfri,VALIO,"=""6408432096105""",16.95,N/A,N/A,N/A
"Grekisk Yoghurt Citron 0,2%",ARLA,"=""4016241050588""",37.5,N/A,N/A,N/A
Gräddfil 12%,ARLA KO,"=""7310865083418""",13.95,N/A,N/A,N/A
Vitost Tärnad I Olja Örtkryddad 22%,APETINA,"=""5711953031212""",38.5,N/A,N/A,N/A
"Kvarg Hallon 0,2% Utan Tillsatt Socker",LINDAHLS,"=""7392672001724""",9.95,8.33,3,24.99
Ägg Frigående XL 10-Pack,STJÄRNÄGG,"=""7332489207506""",41.95,N/A,N/A,N/A
"Kvarg Stracciatella 0,6% Utan Tillsatt Socker",LINDAHLS,"=""7392672003667""",9.95,8.33,3,24.99
"Keso Cottage Cheese 1,5% Laktosfri",KESO,"=""7310865096159""",34.95,N/A,N/A,N/A
"Mellanmjölk 1,5% Laktosfri",ARLA KO,"=""7310865067883""",17.95,N/A,N/A,N/A
"Filmjölk Jordgubb 3,0%",SKÅNEMEJERIER,"=""7310867002714""",24.95,N/A,N/A,N/A
Vispgrädde 35% Laktosfri,VALIO,"=""6408432000959""",23.5,N/A,N/A,N/A
Riven Mozzarella 21%,WERNERSSONS,"=""7331494123948""",22.95,N/A,N/A,N/A
"Mild Kvarg Hallon 0,2% Laktosfri",ARLA,"=""4016241050533""",37.5,N/A,N/A,N/A
Salladsost,MINELLA,"=""7340062812146""",13.5,N/A,N/A,N/A
"Mild Kvarg Blåbär 0,2% Laktosfri",ARLA,"=""4016241050540""",37.5,N/A,N/A,N/A
Crème Fraiche 32%,SKÅNEMEJERIER,"=""7310867003803""",15.95,N/A,N/A,N/A
Vispgrädde Färsk 40% EKO KRAV,ARLA,"=""7310865093295""",38.95,N/A,N/A,N/A
"Kvarg Blåbär/Vanilj 0,2% Utan Tillsatt Socker",LINDAHLS,"=""7392672003773""",9.95,8.33,3,24.99
Räkost,KAVLI,"=""7311441343100""",46.95,N/A,N/A,N/A
Ingefära/Gurkmeja Shot,RYNKEBY,"=""5705001432113""",43.95,N/A,N/A,N/A
Juice Apelsin Med Fruktkött,INNOCENT,"=""5038862130400""",49.95,N/A,N/A,N/A
Juice Apelsin Utan Fruktkött,INNOCENT,"=""5038862135153""",35.95,N/A,N/A,N/A
Smoothie Jordgubb/Hallon/Blåbär,BRAVO,"=""7310867565905""",38.95,N/A,N/A,N/A
Drickyoghurt Skogsbär,ACTIMEL,"=""5410146410581""",42.95,N/A,N/A,N/A
ProPud Proteinmilkshake Päron/Vanilj Laktosfri,PROPUD,"=""7350068291272""",20.95,18.95,1,18.95
Burrata,ZETA,"=""7350027793984""",38.95,N/A,N/A,N/A
Hushållsost 26% 2 Mån,GÄSENE MEJERI,"=""2384790100002""",105,N/A,N/A,N/A
Fruktdryck Jordgubb Sockerfri,NJIE,"=""7350068292965""",18.5,N/A,N/A,N/A
"Mellanmjölk 1,5%",SKÅNEMEJERIER,"=""7310867001823""",15.5,N/A,N/A,N/A
"Grekisk Yoghurt Jordgubb 0,2%",ARLA,"=""4016241050311""",37.5,N/A,N/A,N/A
"Yoghurt Skogsbär 2,0% Laktosfri",YOGGI,"=""7310865079992""",28.95,N/A,N/A,N/A
Vispgrädde 36%,ARLA KÖKET,"=""7310865026392""",18.95,N/A,N/A,N/A
Yoghurt Safari Djungel,YOPLAIT,"=""3329770058255""",32.5,N/A,N/A,N/A
Vispgrädde Laktosfri,SKÅNEMEJERIER,"=""7310867523363""",34.95,N/A,N/A,N/A
Biskop Original 31%,FALKÖPINGS MEJERI,"=""2386660100006""",149,N/A,N/A,N/A
Vispgrädde 36%,SKÅNEMEJERIER,"=""7310867523295""",18.5,N/A,N/A,N/A
"Yoghurt Samoa 2,0% Laktosfri",YOGGI,"=""7310865079978""",28.95,N/A,N/A,N/A
Grekisk Yoghurt 10%,LARSA FOODS,"=""7350056793023""",33.95,N/A,N/A,N/A
Smör Normalsaltat EKO KRAV,GARANT EKO,"=""7340083447853""",59.95,N/A,N/A,N/A
"Kvarg Naturell 0,2%",LINDAHLS,"=""7392672003780""",31.95,N/A,N/A,N/A
Blåbärssoppa,SAGOLIKA,"=""7310860007853""",22.5,N/A,N/A,N/A
"Yoghurt Jordgubb/Vanilj 2,0% Laktosfri",YOGGI,"=""7310865079954""",28.95,N/A,N/A,N/A
Crème Fraiche 32%,SKÅNEMEJERIER,"=""7310867003773""",36.95,N/A,N/A,N/A
Svensk Grillost,ZETA,"=""7350027798002""",37.95,N/A,N/A,N/A
Crème Fraiche Paprika & Chili Laktosfri,ARLA,"=""7310865890771""",18.5,N/A,N/A,N/A
ProPud Proteinmilkshake Jordgubb Laktosfri,PROPUD,"=""7350068295232""",20.95,18.95,1,18.95
Soygurt Vanilj,PLANTI,"=""7311440621001""",35.95,N/A,N/A,N/A
Mat 15% Laktosfri,FLORA,"=""8719200248311""",11.95,N/A,N/A,N/A
Fruktdryck Mango Utan Tillsatt Socker,PROVIVA,"=""7350000552348""",35.95,N/A,N/A,N/A
Soygurt Jordgubb,PLANTI,"=""7311440621032""",35.95,N/A,N/A,N/A
"Hälsofil Hallon/Passion/Vanilj 3,5%",VERUM,"=""7310861012436""",26.95,N/A,N/A,N/A
Lätt Crème Fraiche Feta/Soltorkad Tomat 12%,ARLA KÖKET,"=""7310865890559""",17.95,N/A,N/A,N/A
"Lättmjölk Färsk 0,5% EKO KRAV",ARLA KO,"=""7310865071927""",13.95,N/A,N/A,N/A
Gaudina,READY CHEF,"=""2399033000001""",74.95,N/A,N/A,N/A
Sojadryck Vanilj,ALPRO,"=""5411188115533""",22.95,N/A,N/A,N/A
Västerbottensost Riven,VÄSTERBOTTENSOST,"=""7310861081494""",134,N/A,N/A,N/A
"Mild Yoghurt Vanilj 1,3% Laktosfri",ARLA KO,"=""7310865889775""",39.95,N/A,N/A,N/A
Smör- & Rapsolja Flytande Laktosfri,ARLA KÖKET,"=""7311870010796""",31.95,N/A,N/A,N/A
Kvarg Vanilj 7% Laktosfri,VALIO,"=""6408432095856""",16.95,N/A,N/A,N/A
Oddlygood Dream Fraiche,VALIO,"=""6408430141463""",24.95,N/A,N/A,N/A
A-Fil 3% Laktosfri,SKÅNEMEJERIER,"=""7310867512459""",27.95,N/A,N/A,N/A
Färskost Vitlök/Örter 24%,ARLA,"=""5711953066849""",20.5,N/A,N/A,N/A
Normalsaltat Smör & Raps,BREGOTT,"=""7311870010888""",28.5,N/A,N/A,N/A
Pecorino Romano,GRANAROLO,"=""8002670008531""",64.95,N/A,N/A,N/A
Gorgonzola Intenso,GALBANI,"=""8000430058666""",49.95,N/A,N/A,N/A
"Kvarg Vanilj 0,2% Utan Tillsatt Socker",LINDAHLS,"=""7392672002103""",9.95,8.33,3,24.99
Gold 70%,BECEL,"=""8719200235335""",35.95,N/A,N/A,N/A
"Yoghurt Körsbär 2,7%",BÄRRY,"=""7311443210509""",12.5,N/A,N/A,N/A
Familjefavoriter Gouda Skivad Ost,ARLA,"=""5711953156311""",45.95,N/A,N/A,N/A
Gräddfil 12%,ARLA,"=""7310865004673""",21.5,N/A,N/A,N/A
"Mellanmjölk Färsk 1,5%",ARLA KO,"=""7310865001825""",12.5,N/A,N/A,N/A
Riven Cheddar 12 Mån,ALLERUM,"=""7393720091940""",31.95,N/A,N/A,N/A
"Hälsofil Blåbär 3,5%",VERUM,"=""7310861012504""",24.95,N/A,N/A,N/A
ProPud Proteinmilkshake Cappuccino Laktosfri,PROPUD,"=""7350068291234""",20.95,18.95,1,18.95
Flytande Margarin 80%,CARLSHAMN,"=""6438207014034""",34.95,N/A,N/A,N/A
Lätt Crème Fraiche Franska Örter 11%,ARLA,"=""7310865003782""",17.95,N/A,N/A,N/A
"Mild Kvarg Jordgubb 0,2% Laktosfri",ARLA,"=""4016241050632""",37.5,N/A,N/A,N/A
Lätt Crème Fraiche 13%,SKÅNEMEJERIER,"=""7310867003841""",14.5,N/A,N/A,N/A
Ädelost 30%,KVIBILLE,"=""7311878172311""",36.5,N/A,N/A,N/A
"Filmjölk 3,0% Laktosfri EKO KRAV",ARLA KO EKO,"=""7310865094117""",24.5,N/A,N/A,N/A
"Hälsofil Jordgubb/Smultron 3,5%",VERUM,"=""7310861012443""",24.95,N/A,N/A,N/A
"Lätt A-Fil 0,5%",SKÅNEMEJERIER,"=""7310867512404""",19.95,N/A,N/A,N/A
Familjefavoriter Gräddis Skivad Ost,ARLA,"=""5711953156304""",45.95,N/A,N/A,N/A
Dessert Chocolate,GRAND DESSERT,"=""4002971253009""",9.95,N/A,N/A,N/A
Baconost,KAVLI,"=""7311441343308""",46.95,N/A,N/A,N/A
Kefir Naturell Laktosfri,VALIO,"=""6408432096006""",23.95,N/A,N/A,N/A
Borgmästarost Lagrad 35%,BOXHOLMS,"=""2378065500000""",165,N/A,N/A,N/A
Matlagningsgrädde Laktosfri,SKÅNEMEJERIER,"=""7310867523370""",29.95,N/A,N/A,N/A
Äpplejuice,BRAVO,"=""7310867561419""",23.95,N/A,N/A,N/A
Smultrondryck,KIVIKS MUSTERI,"=""7314720736235""",19.5,N/A,N/A,N/A
"YO-ghurt Jordgubb 0,1%",VALIO,"=""6408432086816""",20.95,N/A,N/A,N/A
Ägg 6-Pack Eko,GARANT EKO,"=""7311043002405""",27.95,N/A,N/A,N/A
Tre Lagrade Ostar 29% Riven,ALLERUM,"=""7393720090875""",32.95,N/A,N/A,N/A
"Lantmjölk Färsk 3,8-4,5% EKO",ARLA KO,"=""7310865074522""",18.95,N/A,N/A,N/A
ProPud Proteinmilkshake Vit Choklad/Hallon Laktosfri,PROPUD,"=""7350068291227""",20.95,18.95,1,18.95
Juice Apelsin Med Fruktkött,INNOCENT,"=""5038862131698""",36.95,N/A,N/A,N/A
Rödbetsjuice EKO,HEALTHYCO,"=""7350021422200""",38.95,N/A,N/A,N/A
"Yoghurt Jordgubb/Smultron 2,7%",BÄRRY,"=""7311443210202""",12.5,N/A,N/A,N/A
Sojadryck Kalciumberikad,ALPRO,"=""5411188115472""",21.95,N/A,N/A,N/A
Grekisk Yoghurt Laktosfri,SALAKIS,"=""7392672001540""",28.5,N/A,N/A,N/A
"Yoghurt Päron/Vanilj 2,1% Laktosfri",VALIO,"=""6408432200946""",29.95,N/A,N/A,N/A
"Yoghurt Mini Samoa 0,1%",YOGGI,"=""7310865093370""",24.95,N/A,N/A,N/A
A-Fil Plus Dofilus 3% Laktosfri,ARLA,"=""7310865692917""",25.95,N/A,N/A,N/A
Färskost Original Laktosfri,PHILADELPHIA,"=""7622210166692""",27.95,N/A,N/A,N/A
"Vaniljyoghurt 2,5%",SKÅNEMEJERIER,"=""7310867002325""",22.95,N/A,N/A,N/A
Hushållsost Mild 26%,SKÅNEMEJERIER,"=""2324538900006""",94.95,N/A,N/A,N/A
Juice Mango/Passionsfrukt,GOD MORGON,"=""7310865085498""",29.95,N/A,N/A,N/A
Yoghurt Naturell,GARANT EKO,"=""7340083480140""",24.95,N/A,N/A,N/A
Västgötaost 31% 6 Mån,GÄSENE MEJERI,"=""2384792000003""",139,N/A,N/A,N/A
Bredbart Veg EKO,NATURLI',"=""5701977550974""",44.95,N/A,N/A,N/A
Brie 28% Laktosfri,KOLIBRIE,"=""7331494128066""",46.95,N/A,N/A,N/A
Yoghurt Mango/Passion Laktosfri,LINDAHLS,"=""7310867548519""",28.95,N/A,N/A,N/A
Mellan Smör & Raps,BREGOTT,"=""7311870010871""",28.5,N/A,N/A,N/A
Proteinshake Choklad Laktosfri,VALIO,"=""6408432201806""",17.95,16,2,32.0
Mellan Smör & Raps EKO KRAV,BREGOTT,"=""7311870010949""",54.95,N/A,N/A,N/A
Sojadryck Naturell Osötad,ALPRO,"=""5411188115496""",21.95,N/A,N/A,N/A
Fruktdryck Ananas/Äpple/Ingefära Utan Tillsatt Socker,PROVIVA,"=""7350000551396""",35.95,N/A,N/A,N/A
"Kvarg Päron/Vanilj 0,2%",LINDAHLS,"=""7392672004435""",9.95,8.33,3,24.99
Kefir Hallon Laktosfri,VALIO,"=""6408432096013""",27.95,N/A,N/A,N/A
Fraîche 8%,YOPLAIT,"=""3176575730004""",25.95,N/A,N/A,N/A
