Product name,Brand,GTIN,Ordinary Price,Active Promotion Price,Min Quantity,Total for x items
Groddmix Klass 1 EKO,,"=""7394048006319""",19.95,N/A,N/A,N/A
"Solrosskott Groddar, Klass 1",,"=""7394048006814""",32.95,N/A,N/A,N/A
"Salladsmix, Klass 1 EKO",GARANT EKO,"=""7340083466847""",29.95,N/A,N/A,N/A
"Peppar Grön, Klass 1",,"=""2090198300004""",169,N/A,N/A,N/A
"Kruksallad Röd/Grön, Klass 1",,"=""8712119112070""",23.95,N/A,N/A,N/A
Pepparrotsvisp,Honduras,"=""7350000135060""",37.95,N/A,N/A,N/A
"Kruspersilja, Klass 1",,"=""7323130002458""",37.95,N/A,N/A,N/A
Spetskål Röd Klass 1,,"=""2090919000008""",54.95,N/A,N/A,N/A
Äpple Alla Hjärtans Dag,,"=""74203""",19.95,N/A,N/A,N/A
"Vitkål Delad, Klass 1",,"=""2090933600000""",24.95,N/A,N/A,N/A
Chili Mix Klass 1,Spanien,"=""7311041071151""",24.95,N/A,N/A,N/A
"Rödbetsgroddar, Klass 1 KRAV",,"=""7330606012576""",32.95,N/A,N/A,N/A
Vitlök Morado Klass 1,,"=""74609""",9.95,N/A,N/A,N/A
Chili Röd EKO,,"=""8718366738339""",29.95,N/A,N/A,N/A
"Melon Lime, Klass 1",,"=""2091129000000""",59.95,N/A,N/A,N/A
"Vit Spetspaprika, Klass 1",,"=""7340007911903""",49.95,N/A,N/A,N/A
"Salladsmix, Klass 1 EKO",GARANT EKO,"=""7340083466878""",13.95,N/A,N/A,N/A
"Pärllök, Klass 1",,"=""7311041071403""",26.95,N/A,N/A,N/A
"Gurka Inlagd, Klass 1",KINDA GURKA,"=""7316250000114""",159,N/A,N/A,N/A
Sallad Endive Klass 1,,"=""8710317003343""",29.95,N/A,N/A,N/A
Soltorkade Tomater Klass 1,,"=""7330583000610""",34.95,N/A,N/A,N/A
"Vitlök Fläta, Klass 1",,"=""7311041071342""",58.95,N/A,N/A,N/A
"Cherimoya, Klass 1",,"=""74257""",24.95,N/A,N/A,N/A
"Majrova Vit, Klass 1",,"=""2090192300000""",59.95,N/A,N/A,N/A
Mynta Marockansk EKO,KABBARPS,"=""7350018560892""",32.95,N/A,N/A,N/A
"Dadlar Medjool, Klass 1",,"=""2090185700008""",169,N/A,N/A,N/A
"Kastanjechampinjon I Ask, Klass 1",Sverige,"=""7350143780011""",34.95,N/A,N/A,N/A
"Kålrot, Delad Klass 1 KRAV",,"=""2361120200007""",52.95,N/A,N/A,N/A
"Papaya Stor, Klass 1",,"=""2090196300006""",74.95,N/A,N/A,N/A
"Grön Carli Paprika, Klass 1",,"=""7340007911880""",39.95,N/A,N/A,N/A
Dill EKO,KABBARPS,"=""7350018560519""",19.95,N/A,N/A,N/A
Svamp Shimej Klass 1,,"=""5908281991657""",48.95,N/A,N/A,N/A
"Röd Habaneropeppar I Strut, Klass 1",,"=""7311041071168""",22.95,N/A,N/A,N/A
Oxalis I Kruka Klass 1 EKO,,"=""8712119143661""",33.95,N/A,N/A,N/A
Svamp King Oyster Klass 1 EKO,,"=""4771085203438""",49.95,N/A,N/A,N/A
Gurka Mini Klass 1,,"=""74592""",7.95,N/A,N/A,N/A
"Sallad Nouvell, Klass 1",,"=""7323130014888""",27.95,N/A,N/A,N/A
"Pumpa Muscat, Klass 1",,"=""2090203300005""",44.95,N/A,N/A,N/A
"Jordgubbar, Klass 1",,"=""2091233800008""",109.9,N/A,N/A,N/A
"Lök Roscoff, Klass 1",,"=""3436907302508""",64.95,N/A,N/A,N/A
"Inlagd Gurka, Klass 1",KINDA GURKA,"=""7316250002026""",44.95,N/A,N/A,N/A
"Jalapeño Torkad, Klass 1",,"=""7311041071205""",29.95,N/A,N/A,N/A
"Potatis Mjölig, Klass 1",,"=""7331364008214""",34.95,N/A,N/A,N/A
"Torkad Anchopeppar, Klass 1",,"=""7340007911569""",52.95,N/A,N/A,N/A
"Kvisttomater Svensk, Klass 1",,"=""7316350330524""",34.95,N/A,N/A,N/A
"Torkade Limeblad, Klass 1",,"=""8850015910076""",44.95,N/A,N/A,N/A
Citronmeliss EKO,KABBARPS,"=""7350018560748""",22.95,N/A,N/A,N/A
Persilja Slätbladig EKO,KABBARPS,"=""7350018560908""",22.95,N/A,N/A,N/A
Oregano EKO,,"=""7350018560762""",22.95,N/A,N/A,N/A
Persilja Krusbladig EKO,KABBARPS,"=""7350018560533""",32.95,N/A,N/A,N/A
"Kruspersilja I Kruka, Klass 1 EKO",,"=""7331374052511""",32.95,N/A,N/A,N/A
"Morötter, Klass 1 EKO KRAV",,"=""7350014020567""",15.95,N/A,N/A,N/A
"Champinjoner Vita I Ask, Klass 1",,"=""7350143780004""",34.95,N/A,N/A,N/A
Gräslök EKO,,"=""7350018560656""",19.95,N/A,N/A,N/A
Olivolja Extra Virgin,TERRA DELYSSA,"=""6191509900664""",179,139,1,139
Soltorkade Tomater,ZETA,"=""7350027798620""",39.95,24.95,1,24.95
Tortillachips Ost,GARANT,"=""7340083467516""",12.95,N/A,N/A,N/A
Kaffe Mellanrost Classic,ARVID NORDQUIST,"=""7310760012896""",58.95,N/A,N/A,N/A
Gammaldags Idealmakaroner,KUNGSÖRNEN,"=""7310130003561""",25.95,N/A,N/A,N/A
Spaghetti,BARILLA,"=""8076809569811""",33.5,N/A,N/A,N/A
O'boy Chokladdryck XL,O'BOY,"=""7622300248987""",56.95,N/A,N/A,N/A
Thai Sweet Chili,GARANT,"=""7311043001965""",23.95,N/A,N/A,N/A
Tortillachips Salt,GARANT,"=""7340083468070""",14.95,N/A,N/A,N/A
Extra Virgin Olivolja,GARANT,"=""7340083474224""",59.95,N/A,N/A,N/A
Bryggkaffe Mellanrost EKO KRAV,GARANT,"=""7340083459566""",59.95,N/A,N/A,N/A
Chilisås,GARANT,"=""7311043003631""",25.95,N/A,N/A,N/A
Vita Bönor Stora,GARANT,"=""7311043002702""",10.95,N/A,N/A,N/A
Tomatpuré,FELIX,"=""7310240038002""",30.95,N/A,N/A,N/A
Olivolja Extra Vergine Classico,ZETA,"=""7350002400340""",135,N/A,N/A,N/A
Ananas Tropical Gold Skivor,DOLE,"=""38900012250""",47.95,N/A,N/A,N/A
Rapsolja,ZETA,"=""7350002407486""",35.95,N/A,N/A,N/A
Majonäs,HELLMANN'S,"=""5000184321064""",40.95,N/A,N/A,N/A
Kaffe Gran Dia Classic,ARVID NORDQUIST,"=""7310760012315""",58.95,N/A,N/A,N/A
Snabbmakaroner,KUNGSÖRNEN,"=""7310130003554""",25.95,N/A,N/A,N/A
Lingonsylt Refill,BOB,"=""7310090253662""",37.95,N/A,N/A,N/A
Jasminris Boil In Bag,BEN'S ORIGINAL,"=""5410673006141""",84.95,N/A,N/A,N/A
Krossade Tomater EKO,GARANT EKO,"=""7340083476570""",15.95,14.5,2,29.0
Spaghetti,KUNGSÖRNEN,"=""7310130417443""",39.95,N/A,N/A,N/A
Kaffe Hela Bönor Mellanrost,GEVALIA,"=""8711000899465""",75.95,N/A,N/A,N/A
Special K Classic,KELLOGG'S,"=""5053827153935""",59.95,N/A,N/A,N/A
Tonfisk I Vatten 3-Pack,ABBA,"=""7311171007105""",49.95,N/A,N/A,N/A
Körsbärstomater,GARANT,"=""7340083480997""",18.95,N/A,N/A,N/A
Quinoa Tricolore,GARANT,"=""7311043000852""",47.95,N/A,N/A,N/A
Fajita Kryddmix Original,GARANT,"=""7340083487996""",9.95,N/A,N/A,N/A
Tortillachips Chili,GARANT,"=""7340083467523""",14.95,N/A,N/A,N/A
Granola Paleo Äpple/Pekan,GARANT,"=""7340083484988""",54.95,N/A,N/A,N/A
Långkornigt Ris 10Min,GARANT,"=""7311043004980""",35.95,N/A,N/A,N/A
Kikärtor EKO,GARANT,"=""7340083473050""",26.95,N/A,N/A,N/A
Potatismos 33 Portioner,FELIX,"=""7310240066333""",81.95,N/A,N/A,N/A
Tortilla Chips Cheese,SANTA MARIA,"=""7311312008138""",33.95,N/A,N/A,N/A
Kaffe Ebony,GEVALIA,"=""8711000537695""",53.95,49.5,2,99.0
Rårörda Lingon,FELIX,"=""7310240055160""",71.95,N/A,N/A,N/A
Cheerios Multi,NESTLÉ,"=""5011476102957""",39.95,N/A,N/A,N/A
Äggnudlar Wok,SANTA MARIA,"=""7311312000583""",13.5,N/A,N/A,N/A
Chilisås,HEINZ,"=""5900783007874""",39.95,N/A,N/A,N/A
Nudlar Biff,SAMYANG RAMEN,"=""7350035210114""",5.95,N/A,N/A,N/A
Havregryn,GYLLENHAMARS,"=""7310130321283""",22.95,N/A,N/A,N/A
Taco Original Spice Mix,SANTA MARIA,"=""7311311012549""",109,N/A,N/A,N/A
Olivolja Extra Vergine Jungfru Classico,MONINI,"=""80508816""",159,N/A,N/A,N/A
Touch Of Taste Kalvfond,BONG,"=""7322550052661""",94.95,N/A,N/A,N/A
Vita Bönor,HEINZ,"=""5000157024671""",14.5,N/A,N/A,N/A
Squeezy Jordgubb Stor Mer Bär,BOB,"=""7310090244240""",36.95,N/A,N/A,N/A
Kaffe Milea,GEVALIA,"=""8711000537527""",53.95,49.5,2,99.0
Extra Virgin Olivolja,TERRA DELYSSA,"=""6191509910380""",329,N/A,N/A,N/A
Pumpakärnor,RISENTA,"=""7311311024672""",39.95,N/A,N/A,N/A
Nudlar Kyckling,SAMYANG RAMEN,"=""7350035210107""",5.95,N/A,N/A,N/A
Mango Torkad,SUNSHINE DELIGHTS,"=""7090046314103""",27.95,N/A,N/A,N/A
Grönsaksbuljong,KNORR,"=""8712100816017""",19.95,N/A,N/A,N/A
Olivolja Classico Extra Vergine Jungfruolja,MONINI,"=""80053828""",115,N/A,N/A,N/A
Sojasås,KIKKOMAN,"=""8715035110809""",72.95,N/A,N/A,N/A
Basmatris Parboiled,ABU KASS,"=""6281100410072""",149,N/A,N/A,N/A
Bryggkaffe Kharisma,LÖFBERGS,"=""7310050001982""",45.95,N/A,N/A,N/A
Tomatketchup 50% Mindre Socker,HEINZ,"=""8715700423944""",37.95,N/A,N/A,N/A
Långkornigt Ris,BEN'S ORIGINAL,"=""5410673005861""",46.95,N/A,N/A,N/A
Nyponsoppa Original,EKSTRÖMS,"=""7310470063096""",15.95,N/A,N/A,N/A
Nacho Chips,SANTA MARIA,"=""7311312008183""",33.95,N/A,N/A,N/A
Corn Flakes,KELLOGG'S,"=""5000127014084""",72.95,N/A,N/A,N/A
Saft Wild Berries,FUN LIGHT,"=""7310090367161""",28.95,N/A,N/A,N/A
Nesquik,NESTLÉ,"=""5011476103053""",39.95,34.95,1,34.95
Fiberhavregryn,AXA,"=""7310130006128""",29.95,N/A,N/A,N/A
Béarnaisesås,BLÅ BAND,"=""7322550092605""",28.95,N/A,N/A,N/A
Lasagneplattor,BARILLA,"=""8076809523738""",28.95,N/A,N/A,N/A
Jordgubbssylt Refill,BOB,"=""7310090244660""",33.95,N/A,N/A,N/A
Pasta Fusilli,BARILLA,"=""8076802085981""",17.95,N/A,N/A,N/A
Kaffefilter 1x4 Oblekt,MELITTA,"=""4006508122394""",24.95,N/A,N/A,N/A
Bikarbonat,KRYDDHUSET,"=""7331642061030""",39.95,24.95,1,24.95
Fullkornspasta Fusilli,KUNGSÖRNEN,"=""7310130003899""",18.95,18,2,36.0
Kaffe Mollbergs Hela Bönor,ZOÉGAS,"=""7310731101802""",79.95,N/A,N/A,N/A
Ketchup Osötad,FELIX,"=""7310240060058""",48.95,N/A,N/A,N/A
Hönsbuljong,KNORR,"=""8712100750618""",19.95,N/A,N/A,N/A
Smörgåsgurka,FELIX,"=""7310240150131""",30.95,N/A,N/A,N/A
Pasta Mafalda Corta,GAROFALO,"=""8000139910258""",21.95,N/A,N/A,N/A
Fiberhusk Glutenfri,FIBERHUSK,"=""7320880010016""",105,N/A,N/A,N/A
Lättsockrad Jordgubbssylt Refill,BOB,"=""7310091244706""",35.95,N/A,N/A,N/A
Rapsolja EKO KRAV,GUNNARSHÖGS GÅRD,"=""7394482000201""",109,N/A,N/A,N/A
Köttbuljong,KNORR,"=""8712100750588""",19.95,N/A,N/A,N/A
Bostongurka Original,FELIX,"=""7310240050844""",34.95,N/A,N/A,N/A
Kaffe Franskrost Classic,ARVID NORDQUIST,"=""7310760012902""",58.95,N/A,N/A,N/A
Remouladsås,K-SALAT,"=""5704068059325""",28.95,N/A,N/A,N/A
Ananas Bit I Juice,DOLE,"=""38900016258""",47.95,N/A,N/A,N/A
Idealmakaroner,KUNGSÖRNEN,"=""7310130416170""",27.95,N/A,N/A,N/A
Kejsarvåfflor,KUNGSÖRNEN,"=""7310130181085""",15.95,15,2,30.0
Saft Orange,FUN LIGHT,"=""7310090360162""",28.95,N/A,N/A,N/A
Majonnäs,FINDUS,"=""7310500027838""",29.95,N/A,N/A,N/A
Frityrolja,ELDORADO,"=""7311043006151""",89.95,N/A,N/A,N/A
Potatismos 6 Portioner,FELIX,"=""7310240066166""",25.95,N/A,N/A,N/A
Japansk Soja,MRS CHENG'S,"=""7311520010534""",41.95,N/A,N/A,N/A
Guacamole Mix,GARANT,"=""7311043004621""",7.95,N/A,N/A,N/A
Grönt Te Citrus,GARANT,"=""7311041059678""",13.95,N/A,N/A,N/A
Tortilla Fullkorn,GARANT,"=""7311041069776""",21.95,N/A,N/A,N/A
Müsli Hallon/Aprikos Glutenfri,GARANT,"=""7340083485084""",44.95,N/A,N/A,N/A
Pesto Tryffel,GARANT,"=""7340083454486""",41.95,N/A,N/A,N/A
Blåbärssylt Squeeze,GARANT,"=""7340083469336""",34.95,N/A,N/A,N/A
Långkornigt Ris 10Min,GARANT,"=""7311043005246""",62.95,N/A,N/A,N/A
Salsa Mild,GARANT,"=""7340083466793""",19.95,N/A,N/A,N/A
Salsa Hottest Habanero,GARANT,"=""7340083468063""",16.95,N/A,N/A,N/A
Bostongurka,FELIX,"=""7310240150834""",45.95,N/A,N/A,N/A
Tortilla Glutenfri,OLD EL PASO,"=""8410076473998""",32.5,N/A,N/A,N/A
Müsli Gold Original,AXA,"=""5701029160823""",32.95,N/A,N/A,N/A
Fint Salt Med Jod,JOZO,"=""5701027004211""",11.95,N/A,N/A,N/A
Müsli Frukt,FREBACO KVARN,"=""7312560054717""",23.95,N/A,N/A,N/A
Kikärter EKO,GARANT EKO,"=""7340083455377""",13.95,13,2,26.0
Passerade Tomater EKO,GARANT EKO,"=""7340083469619""",15.95,14.5,2,29.0
Mushroom Soya,PEARL RIVER BRIDGE,"=""722337816047""",28.95,N/A,N/A,N/A
Vaniljsocker,DR. OETKER,"=""5701073066492""",22.95,N/A,N/A,N/A
Äppelmos Refill,BOB,"=""7310090301660""",22.95,N/A,N/A,N/A
Fiskbullar Hummersås,ABBA,"=""7311170041049""",26.5,N/A,N/A,N/A
Chilisås,FELIX,"=""7310240025231""",33.95,N/A,N/A,N/A
Kaffe Festivita Classic,ARVID NORDQUIST,"=""7310760012308""",58.95,N/A,N/A,N/A
Frosties,KELLOGG'S,"=""5059319023229""",59.95,N/A,N/A,N/A
Hallonsylt Refill,BOB,"=""7310090225669""",39.95,N/A,N/A,N/A
Pasta Spaghetti Glutenfri,BARILLA,"=""8076809545440""",18.95,N/A,N/A,N/A
Ravioli I Köttsås,FELIX,"=""7310240064322""",45.95,N/A,N/A,N/A
Svensk Honung,SVENSK HONUNGSFÖRÄDLING,"=""7311841525700""",74.95,N/A,N/A,N/A
Nudlar Kryddstark,SAMYANG RAMEN,"=""7350035210169""",5.95,N/A,N/A,N/A
Bella Crema Intenso,MELITTA,"=""4002720009741""",149,N/A,N/A,N/A
Jasminris,BEN'S ORIGINAL,"=""5410673006363""",71.95,N/A,N/A,N/A
Aptitrödbetor Skivade,FELIX,"=""7310240151169""",31.95,N/A,N/A,N/A
Tresor Milk Choco,KELLOGG'S,"=""5053827199667""",48.95,N/A,N/A,N/A
Mini Taco Tubs,SANTA MARIA,"=""7311312008251""",23.95,N/A,N/A,N/A
Kaffe Caps Lungo,GEVALIA,"=""8711000379660""",30.95,N/A,N/A,N/A
Pasta Tagliatelle,BARILLA,"=""8076809580731""",24.95,N/A,N/A,N/A
Tacobåt Orginal Stand N' Stuff,OLD EL PASO,"=""8410076472588""",26.95,N/A,N/A,N/A
Tomater Pizzasås,MUTTI,"=""8005110551215""",26.95,N/A,N/A,N/A
"Små Vita Bönor, Svenska",GOGREEN,"=""7310130009778""",16.95,14,2,28.0
Långkornigt Ris Boil In Bag,BEN'S ORIGINAL,"=""5410673006042""",44.95,N/A,N/A,N/A
Pesto Alla Genovese,BARILLA,"=""8076809513753""",35.95,N/A,N/A,N/A
Kött & Grillkrydda,KNORR,"=""7310394005905""",18.95,N/A,N/A,N/A
Kaffe Presso,GEVALIA,"=""8711000530252""",53.95,49.5,2,99.0
Saft Strawberry,FUN LIGHT,"=""7310090363163""",28.95,N/A,N/A,N/A
Cashewnötter,DEN LILLE NÖTTEFABRIKKEN,"=""7041111124929""",67.95,N/A,N/A,N/A
Svartpeppar Malen,SANTA MARIA,"=""7311311015670""",29.95,N/A,N/A,N/A
Ljus Redning,MAIZENA,"=""8718114751900""",20.95,N/A,N/A,N/A
Blandsaft Apelsin,BOB,"=""7310090344131""",34.95,N/A,N/A,N/A
Tomatpuré Dubbel Koncentrat,MUTTI,"=""8005110120015""",29.95,N/A,N/A,N/A
Müsli Frukt/Bär,FREBACO KVARN,"=""7312560054724""",23.95,N/A,N/A,N/A
Snabbnudlar Kyckling,INDOMIE,"=""89686170115""",28.5,N/A,N/A,N/A
Woksås Teriyaki,BLUE DRAGON,"=""5010338405144""",18.95,N/A,N/A,N/A
Nyponsoppa Klassisk,EKSTRÖMS,"=""7350126083313""",59.95,N/A,N/A,N/A
Kaffebönor Qualità Rossa,LAVAZZA,"=""8000070035898""",179,N/A,N/A,N/A
Oliver Halkidiki Urkärnade,FONTANA,"=""7316150777475""",49.95,N/A,N/A,N/A
Tomatpuré EKO,GARANT EKO,"=""7340083498923""",22.95,N/A,N/A,N/A
Asian Steamed Buns 4-Pack,SANTA MARIA,"=""7311312007513""",30.95,26.95,1,26.95
Majsstärkelse,MAIZENA,"=""8718114782591""",22.5,N/A,N/A,N/A
Svart Vinbärsgelé,BOB,"=""7310090643128""",33.95,N/A,N/A,N/A
Taco Tubs,SANTA MARIA,"=""7311312008268""",19.95,N/A,N/A,N/A
Solroskärnor,GOGREEN,"=""7312787710137""",16.95,12.5,2,25.0
Aprikoser KRAV,SALTÅ KVARN,"=""7317731503209""",49.95,N/A,N/A,N/A
Blandsaft Svartvinbär,BOB,"=""7310090346135""",44.95,N/A,N/A,N/A
Selection EKO KRAV,ARVIDNORDQUIST,"=""7310760012438""",70.95,N/A,N/A,N/A
Quinoa,GOGREEN,"=""7312787710489""",39.95,N/A,N/A,N/A
Instant Original Mellanrost Refill,GEVALIA,"=""8711000538050""",66.95,N/A,N/A,N/A
Mjölmix Glutenfri,FINAX,"=""7311143100117""",32.95,N/A,N/A,N/A
Tonfisk I Vatten,ABBA,"=""7311171007013""",36.95,N/A,N/A,N/A
Teriyaki Sauce,SANTA MARIA,"=""7311310035341""",45.95,N/A,N/A,N/A
Te Black Taste Collection,LIPTON,"=""8722700648680""",41.5,N/A,N/A,N/A
Köttsoppa Med Grönsaker,FINDUS,"=""7310500025285""",23.95,N/A,N/A,N/A
Rårörda lingon,FELIX,"=""7310240055184""",41.95,N/A,N/A,N/A
Green Jalapeño Hot,SANTA MARIA,"=""7311310038403""",36.95,N/A,N/A,N/A
Pasta Fusilli Glutenfri,BARILLA,"=""8076809545464""",18.95,N/A,N/A,N/A
Curry,SANTA MARIA,"=""7311311016080""",28.95,N/A,N/A,N/A
Spaghetti,KUNGSÖRNEN,"=""7310130417405""",21.95,N/A,N/A,N/A
Linser Röda Split,SEVAN,"=""7331217010173""",31.95,N/A,N/A,N/A
Caesar Dressing,FELIX,"=""7310240027549""",29.95,N/A,N/A,N/A
Rårörda Lingon,BJÖRNEKULLA,"=""7317661711019""",49.95,N/A,N/A,N/A
Kikärter EKO,ZETA,"=""7350002402955""",15.95,13,2,26.0
Pineapple Salsa,SANTA MARIA,"=""7311312000941""",23.95,N/A,N/A,N/A
Special K Red Berries,KELLOGG'S,"=""5059319024318""",59.95,N/A,N/A,N/A
Kaffe Mellanrost Paket,LINDVALLS KAFFE,"=""7310831020034""",47.95,N/A,N/A,N/A
Nudlar Kycklingsmak,NISSIN,"=""8712429350100""",10.5,N/A,N/A,N/A
Tortilla Chips Cheese,SANTA MARIA,"=""7311312008107""",14.5,N/A,N/A,N/A
Rågsikt,KUNGSÖRNEN,"=""7310130007194""",24.95,N/A,N/A,N/A
Fiberhavregryn,GYLLENHAMMARS,"=""7310130321238""",26.95,N/A,N/A,N/A
Pastasås Siciliana,FIORELLI,"=""7350060704121""",25.5,N/A,N/A,N/A
Paprikapulver,SANTA MARIA,"=""7311311015182""",26.95,N/A,N/A,N/A
Coconut Milk,SANTA MARIA,"=""7311312005458""",16.95,13.95,1,13.95
Pastasås Basilico,BARILLA,"=""8076809513739""",25.95,N/A,N/A,N/A
Pasta Farfalle,BARILLA,"=""8076808060654""",17.95,N/A,N/A,N/A
Müsli Gold Frukt,AXA,"=""7310130011566""",52.95,N/A,N/A,N/A
Smultron,ZEROH!,"=""7070841005901""",26.95,N/A,N/A,N/A
Kaffekapslar Mollbergs Blandning 16-Pack,DOLCE GUSTO,"=""7613033135873""",59.95,57.5,2,115.0
Flingor Havregott Jordgubb,AXA,"=""7310130010385""",37.95,N/A,N/A,N/A
Currysås,BLÅ BAND,"=""7322550092049""",15.5,N/A,N/A,N/A
Japansk Soja,MRS CHENG'S,"=""7311520010503""",21.95,N/A,N/A,N/A
Fullkornspasta Penne,KUNGSÖRNEN,"=""7310130003882""",18.95,18,2,36.0
Reko Hela Bönor EKO KRAV,ARVIDNORDQUIST,"=""7310760012469""",72.95,N/A,N/A,N/A
Halkidikioliver Urkärnade EKO,ZETA,"=""7350002407301""",44.95,N/A,N/A,N/A
Taco Shells,SANTA MARIA,"=""7311312008244""",19.95,N/A,N/A,N/A
Fiskbullar Dillsås,ABBA,"=""7311170041346""",26.5,N/A,N/A,N/A
Ravioli Kött,FONTANA,"=""7316150971811""",49.95,N/A,N/A,N/A
Fajita Spice Mix Original,SANTA MARIA,"=""7311310031367""",12.95,N/A,N/A,N/A
BBQ Grillolja Allround,SANTA MARIA,"=""7311310027605""",37.95,N/A,N/A,N/A
Chunky Salsa Medium,SANTA MARIA,"=""7311312000873""",19.95,N/A,N/A,N/A
Basmatiris Quick N' Easy,ZEINAS,"=""7350113940285""",21.95,N/A,N/A,N/A
Korv Stroganoff,KNORR,"=""8712566077335""",17.95,N/A,N/A,N/A
Röd Vinbärsgelé,BOB,"=""7310090647126""",28.95,N/A,N/A,N/A
Granola Hazelnut & Cashew,AXA,"=""7310130013263""",46.95,N/A,N/A,N/A
Hollandaisesås,BLÅ BAND,"=""7322550092018""",17.95,N/A,N/A,N/A
Gran Dia Hela Bönor,ARVID NORDQUIST,"=""7310760040929""",70.95,N/A,N/A,N/A
"Svarta Bönor, Svenska",GOGREEN,"=""7310130009785""",16.95,14,2,28.0
Kaffe Pressiado Classic,ARVID NORDQUIST,"=""7310760012988""",58.95,N/A,N/A,N/A
Tipo 00 Vetemjöl,RAMLÖSA KVARN,"=""7311141100355""",30.5,N/A,N/A,N/A
Makaroner Fullkornspasta,KUNGSÖRNEN,"=""7310130418105""",27.95,N/A,N/A,N/A
Linfrö,GOGREEN,"=""7312787710144""",14.95,12.5,2,25.0
Lasagne Bechamel,DOLMIO,"=""4002359660672""",37.95,N/A,N/A,N/A
Kaffe Prezzo Mellanrost,LÖFBERGS,"=""7310050001135""",45.95,N/A,N/A,N/A
Chilipeppar Red Hot Flakes,SANTA MARIA,"=""7311311015564""",33.95,N/A,N/A,N/A
Saft Cactus Apple,FUN LIGHT,"=""7350126081142""",28.95,N/A,N/A,N/A
Pastasås Classico,DOLMIO,"=""4002359650383""",37.95,N/A,N/A,N/A
Risnudlar,SANTA MARIA,"=""7311312000545""",22.95,N/A,N/A,N/A
Spaghetti Fullkorn,KUNGSÖRNEN,"=""7310130000225""",26.95,N/A,N/A,N/A
Majskorn 3-Pack EKO,GARANT EKO,"=""7340083468858""",39.95,N/A,N/A,N/A
Gold Mellanrost Refill,GEVALIA,"=""8711000538197""",66.95,N/A,N/A,N/A
Gammaldags Bordsgurka,FELIX,"=""7310240050431""",37.95,N/A,N/A,N/A
Flytande Honung,SVENSK HONUNGSFÖRÄDLING,"=""7311841590128""",49.95,N/A,N/A,N/A
Amigas EKO KRAV,ARVIDNORDQUIST,"=""7310760012537""",70.95,N/A,N/A,N/A
Smörgåsgurka Skivad,FELIX,"=""7310240050189""",24.95,N/A,N/A,N/A
Hoisin Sås,BLUE DRAGON,"=""5010338011529""",37.95,N/A,N/A,N/A
Rågfras Original,RÅGFRAS,"=""7311171008447""",52.95,N/A,N/A,N/A
Udon Nudlar,SUN SHUN FUK,"=""87303862153""",48.95,N/A,N/A,N/A
Sweet Chilisås Mindre Socker,SANTA MARIA,"=""7311310034405""",26.5,N/A,N/A,N/A
Lönnsirap EKO KRAV,MAPLE JOE,"=""3088542500254""",57.95,N/A,N/A,N/A
Pasta Mezze Maniche Rigate,GAROFALO,"=""8000139007095""",20.95,N/A,N/A,N/A
Torrjäst För Matbröd,KRONJÄST,"=""73500391""",9.5,N/A,N/A,N/A
Squeezy Apelsin Stor Mer Frukt,BOB,"=""7310090400240""",44.95,N/A,N/A,N/A
Saft Lemonade,FUN LIGHT,"=""7310090387169""",28.95,N/A,N/A,N/A
Senap Söt Stark,JOHNNY'S,"=""7310155600516""",19.95,19,2,38.0
Blandsaft Hallon,BOB,"=""7310090345138""",38.95,N/A,N/A,N/A
Äkta Majonnäs,FINDUS,"=""7310500000671""",19.95,N/A,N/A,N/A
Soy Sauce,KIKKOMAN,"=""8715035110106""",43.95,N/A,N/A,N/A
Kaffe Skånerost Hela Bönor,ZOÉGAS,"=""7310731101765""",79.95,N/A,N/A,N/A
Sesamfrö Skalade,GOGREEN,"=""7310130012068""",45.95,N/A,N/A,N/A
Flingor Choklad/Vanilj,OREO,"=""5010029227062""",55.5,N/A,N/A,N/A
Timjan,SANTA MARIA,"=""7311311014574""",28.95,N/A,N/A,N/A
Mango Chutney Original,SANTA MARIA,"=""7311310034061""",33.95,N/A,N/A,N/A
Squeezy Frukost,BOB,"=""7310090402220""",35.95,N/A,N/A,N/A
Fruktmüsli EKO KRAV,SALTÅ KVARN,"=""7317731117352""",47.95,N/A,N/A,N/A
Corn Flakes,KELLOGG'S,"=""5059319014739""",37.95,N/A,N/A,N/A
Basmatiris Boil In Bag,BEN'S ORIGINAL,"=""5410673006325""",48.95,N/A,N/A,N/A
Brunsås,BLÅ BAND,"=""7322550092629""",28.95,N/A,N/A,N/A
Linguine,ZETA,"=""7350002407059""",29.95,N/A,N/A,N/A
Granola Strawberry & Sunflower Seed,AXA,"=""7310130013249""",46.95,N/A,N/A,N/A
Tortilla Chips Salted,SANTA MARIA,"=""7311312008084""",14.5,N/A,N/A,N/A
Pasta Penne Rigate,BARILLA,"=""8076802085738""",17.95,N/A,N/A,N/A
Långkornigt Ris,BEN'S ORIGINAL,"=""5410673005960""",74.95,N/A,N/A,N/A
Kaffe Svea Classic,ARVID NORDQUIST,"=""7310760012919""",58.95,N/A,N/A,N/A
Köttsoppa Med Grönsaker,KNORR,"=""7310390001369""",37.95,N/A,N/A,N/A
Pasta Mezze Maniche,ZETA,"=""7350002404546""",19.95,N/A,N/A,N/A
Mellan Hela Bönor,ARVID NORDQUIST,"=""7310760041094""",70.95,N/A,N/A,N/A
Pastasås Napoletana,FIORELLI,"=""7350060704107""",25.5,N/A,N/A,N/A
